Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Germany,DEU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31287.06981,32646.56184,33022.57555,32492.51853,33175.70858,33653.12964,33830.30566,34405.51921,35081.30421,35755.29931,36764.56293,37325.05255,37262.35129,36977.34601,37418.0925,37703.93294,39143.16624,40473.52745,40989.44311,38784.45248,40428.72103,42692.51976,42822.0994,42914.47611,43666.76515,44043.17794,44668.6963,45462.02833,45959.3619,
Djibouti,DJI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744.268655,,,,,,,,
Dominica,DMA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6658.256401,6752.222849,6872.689899,6992.837066,6974.340222,7180.11583,7419.959676,7618.300759,7952.437728,8020.648946,8230.094979,8223.627515,7970.852553,8445.467143,8668.241745,8699.539464,9088.221539,9655.152435,10337.99805,10213.60766,10278.38169,10249.89555,10134.36898,10065.54946,10497.11684,10215.30442,10454.72757,9438.362505,9466.520886,
Denmark,DNK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33785.65094,34167.71266,34721.3734,34609.5845,36332.22366,37237.71285,38101.40647,39180.69149,39904.59939,40945.28911,42337.70923,42533.53567,42595.58389,42645.57327,43670.4462,44567.92214,46159.91659,46373.51307,45865.79632,43382.61569,43998.4261,44403.38484,44336.81703,44564.45307,45057.08345,45787.98395,46522.26873,47269.68384,47705.18496,
Dominican Republic,DOM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515.568691,5462.794489,5962.648598,6284.598683,6332.847963,6576.881957,6853.019091,7340.420528,7709.305076,8041.10344,8288.7593,8366.911426,8616.377485,8380.039662,8476.533305,9150.498686,9858.409197,10453.23545,10652.74626,10620.29444,11365.494,11580.56878,11754.27306,12183.39656,12962.84651,13717.35846,14461.13667,14953.43649,15821.20177,
Algeria,DZA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10297.84235,9927.003266,9870.942241,9451.329091,9174.299927,9342.777721,9556.806523,9507.117532,9843.132467,10015.26096,10257.52206,10428.61196,10874.04756,11509.39172,11847.31975,12374.04695,12398.73737,12619.6261,12707.83135,12694.74556,12920.75152,13046.36996,13226.02538,13322.56948,13549.02515,13774.29941,13939.94052,13876.29464,13886.13366,
East Asia and Pacific excluding high income,EAP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.397017,2357.871208,2564.09388,2794.127638,3041.395829,3290.753037,3536.481346,3729.327054,3719.135506,3895.483824,4140.883678,4368.698394,4662.095688,5017.048761,5411.950379,5875.831505,6439.35839,7144.636332,7675.781124,8185.546658,8907.476996,9574.184689,10212.5027,10858.1632,11496.03405,12147.95327,12819.53075,13543.57736,14300.87727,
Early demographic dividend,EAR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4449.112286,4558.950854,4651.724751,4707.380038,4766.592516,4833.858185,5012.20245,5131.494977,5132.637517,5162.909216,5298.145579,5290.771927,5319.222932,5519.26326,5786.734067,6048.24187,6322.652857,6602.347557,6733.958789,6757.929918,7083.88082,7311.736332,7519.09212,7748.807297,7992.588389,8277.545812,8608.053674,8922.221042,9220.468031,
East Asia and Pacific,EAS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961.755405,5160.775925,5368.240861,5584.939621,5860.23157,6170.244957,6482.607504,6704.540345,6629.982561,6839.366902,7172.842125,7380.144175,7691.340459,8062.75905,8521.431751,9016.619221,9606.968785,10341.80692,10804.6145,11121.5875,11952.63188,12597.27291,13229.27492,13883.16128,14503.04199,15126.29345,15768.67652,16500.71612,17236.34251,
Europe and Central Asia excluding high income,ECA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13752.61887,12935.1694,11457.01447,10701.57223,9511.418254,9311.296722,9247.915772,9458.155213,9277.476756,9503.560066,10267.36039,10610.04465,11194.42625,11943.81577,12930.76899,13833.33205,14967.98026,16124.1247,16830.5803,15761.66811,16450.63801,17293.59866,17817.13016,18370.02954,18621.52579,18580.81216,18771.18935,19363.84318,19807.59499,
Europe and Central Asia,ECS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20598.09315,20359.45619,19794.48841,19389.10653,19225.51568,19505.7589,19764.32634,20314.65926,20697.73659,21268.80421,22246.19026,22763.36721,23226.84882,23749.2666,24610.30393,25362.14539,26456.0917,27526.42445,27870.14204,26465.12396,27116.15793,27806.19816,27903.34253,28123.98454,28512.30663,28876.42797,29282.07683,30002.64042,30582.29116,
Ecuador,ECU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7462.645416,7603.385585,7587.610423,7564.155379,7712.787291,7716.330659,7683.631001,7849.641264,7941.918897,7417.357795,7357.015137,7514.060535,7685.735251,7761.425249,8258.675845,8551.35031,8779.611931,8823.051871,9229.534304,9131.86843,9304.728086,9883.580029,10285.86674,10634.27789,10868.11941,10704.27326,10394.06076,10453.7099,10412.19927,
Egypt,EGY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5897.868898,5830.253776,5962.055695,6010.639497,6125.15601,6282.192519,6464.142478,6683.549663,6916.773086,7192.567791,7504.462531,7623.445643,7660.174849,7759.236378,7930.183786,8136.544631,8540.71877,8987.253096,9460.626105,9719.854159,10019.30971,9982.845702,9981.551961,9970.975766,10032.48205,10242.53436,10460.90642,10672.80022,11013.73549,
Euro area,EMU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28140.43098,28752.02576,29013.6518,28702.82224,29328.98452,29983.84436,30429.30825,31193.45569,32059.20352,32921.43456,34083.16594,34703.28127,34905.16989,34987.7761,35615.37641,36053.61553,37067.71376,38030.23518,38026.28447,36169.6896,36818.91196,37457.88711,37036.08139,36808.80609,37196.28506,37861.96683,38465.58337,39346.0431,40032.20192,
Eritrea,ERI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.692238,1755.936115,2147.948484,2223.586015,2438.045217,2632.402568,2665.400618,2628.857087,2485.156319,2609.067634,2572.29819,2388.54668,2317.349879,2287.150976,2193.929506,2167.064236,1912.774884,1950.533339,1961.571714,2102.95406,,,,,,,,
Spain,ESP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23758.7281,24301.69219,24407.67554,24030.97766,24486.82293,25051.23368,25614.3895,26448.37866,27473.30696,28589.30859,29967.13145,30950.57323,31395.27602,31815.42134,32261.44449,32901.98773,33700.85211,34329.647,34163.94639,32652.51218,32507.09397,32068.27093,31109.18746,30678.9173,31195.40524,32357.47404,33356.22339,34269.11624,35055.66303,
Estonia,EST,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11361.84624,12144.59509,13733.28481,14436.72895,14270.99834,15703.02747,16803.51868,17937.83198,19389.44231,20733.53808,22807.18275,25298.64605,27383.46956,25968.97281,22187.9264,22740.972,24543.06747,25691.99964,26282.90884,27113.12011,27610.24195,28565.27291,29916.35691,30990.51455,
Ethiopia,ETH,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.6575572,586.8284646,517.0344019,564.4399761,562.5443358,577.4768309,628.9959954,629.3218227,589.9635328,602.7217986,621.1598171,653.629771,644.7748174,613.1079739,676.9174296,736.0331961,793.5081278,860.4585506,927.5142965,981.7182082,1074.594613,1161.581434,1226.822617,1318.832649,1413.962518,1518.474871,1617.322669,1724.482541,1794.290806,
European Union,EUU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24872.63779,25053.42637,25204.98631,25100.8427,25755.63884,26422.39168,26925.15908,27662.50431,28449.26295,29228.44524,30308.39625,30959.31832,31339.2666,31664.95324,32406.77411,33005.61187,34043.48499,35031.97634,35163.52332,33556.23163,34147.68377,34760.06466,34550.94596,34547.38829,35073.58364,35813.84333,36453.8051,37349.72246,38079.6947,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850.846181,2173.6185,2265.420518,2363.54873,2374.850208,2398.015052,2509.996104,2660.832159,2938.863727,3098.104169,3096.30207,3115.045599,3021.218198,2783.49358,3132.606723,3266.685033,3419.492859,3522.342857,3638.944188,3723.423219,3879.931057,3596.138341,3947.524548,4020.539226,3974.385091,3964.134359,4090.401257,4119.197599,4129.490973,
Finland,FIN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28905.57032,27047.8399,26002.07995,25686.51002,26583.53333,27596.41289,28512.4344,30205.02044,31760.2768,33094.83843,34887.1788,35706.15333,36218.24016,36852.44392,38188.25109,39115.76479,40546.08073,42467.261,42574.64114,38867.79945,39848.1345,40683.52758,39912.94136,39428.31206,39017.53721,39083.93476,40052.02862,41174.20476,41782.07097,
Fiji,FJI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891.734814,5679.431626,5952.478877,5994.766611,6212.889567,6287.597386,6514.123325,6303.707896,6326.432901,6830.692374,6675.633105,6784.725918,6990.397297,7053.215564,7410.835398,7428.704148,7509.051516,7371.096813,7366.432962,7193.903838,7353.217059,7520.373655,7612.227681,7967.642905,8405.905151,8775.920925,8969.121171,9379.297794,9781.112626,
France,FRA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29464.06854,29608.37096,29932.70198,29615.92324,30201.73818,30726.79551,31050.82285,31664.05215,32679.68825,33624.3542,34705.14105,35136.93967,35278.43961,35317.62469,36050.60109,36374.97102,37006.99487,37670.52784,37556.09588,36289.80303,36814.92114,37440.63863,37376.53543,37398.92612,37575.81182,37835.80708,38097.87704,38955.83397,39555.54466,
Faroe Islands,FRO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (country),FSM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721.90454,2850.975337,2888.64709,3047.867483,2971.10458,3137.22545,3017.384633,2830.203629,2921.18109,2973.336047,3119.986689,3181.281942,3204.642364,3270.973666,3176.769223,3257.259666,3276.402802,3240.61575,3196.321316,3251.78632,3320.247795,3413.50039,3311.783384,3141.314044,3030.104551,3137.226033,3121.350404,3185.280685,3196.010251,
Gabon,GAB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19556.66584,20192.84951,19045.84271,19274.59619,19470.68901,19917.46494,20120.06263,20745.5645,20940.08102,18608.5131,17822.49224,17774.11595,17312.69732,17277.47639,16961.73367,16955.34573,16023.13976,16496.48737,15467.89712,14990.63914,15507.72755,16011.1245,16225.38752,16504.61313,16606.91902,16685.2323,16523.58578,16144.9353,15922.19326,
United Kingdom,GBR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26674.76695,26303.10481,26329.39688,26929.92807,27907.69786,28517.37486,29165.98463,30339.88365,31262.39045,32159.71785,33151.67791,33962.41724,34664.32694,35655.51308,36285.59758,37172.02544,37840.03039,38502.27423,38068.31767,36177.02933,36508.78017,36820.32172,37094.31263,37600.79928,38418.58645,39009.73489,39425.19588,39862.34552,40157.98223,
Georgia,GEO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7984.40022,6255.530439,3420.204572,2399.571424,2183.370214,2325.91735,2682.019888,3060.759282,3234.848218,3396.836035,3527.210026,3754.500257,3995.706766,4467.652252,4755.890642,5245.176866,5771.980249,6532.02027,6710.356391,6523.074328,6981.475898,7545.939466,8084.495667,8383.493055,8766.995939,9005.338678,9256.146577,9702.168277,10151.6974,
Ghana,GHA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.758375,1944.030781,1961.913107,1999.15649,2008.404577,2035.401487,2074.405017,2107.567234,2152.758512,2193.097508,2219.211511,2252.132192,2296.583176,2357.33316,2428.25518,2507.59346,2600.786762,2644.716882,2813.214556,2875.416121,3026.355233,3368.800837,3595.641184,3769.939673,3791.280251,3786.960968,3830.497663,4051.461891,4211.845784,
Gibraltar,GIB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.779621,1339.359667,1345.872039,1376.632713,1394.105091,1420.524589,1445.301282,1480.848816,1496.015516,1515.645665,1518.520005,1541.093444,1588.786225,1577.929452,1583.618832,1598.167734,1582.655869,1653.278076,1682.663872,1626.174435,1666.485329,1721.451359,1783.672326,1812.877271,1836.561073,1859.741724,2007.337648,2213.463585,2337.951524,
Gambia,GMB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.263693,1434.50531,1432.742437,1429.449249,1388.020761,1357.625662,1345.471408,1368.564653,1373.449642,1416.71578,1448.617686,1484.89057,1391.426035,1440.18482,1493.708602,1434.3891,1407.033538,1415.084211,1452.446863,1500.8204,1551.588937,1440.794358,1476.059824,1500.511218,1442.097389,1481.4762,1443.68768,1465.335551,1516.689984,
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.612989,1678.611788,1659.108308,1656.491621,1672.75063,1710.252343,1870.877132,1954.346664,1378.565013,1365.774603,1410.924541,1411.488356,1367.115471,1343.976648,1349.348709,1374.026389,1372.438745,1383.1222,1392.515545,1403.552955,1430.972463,1506.695312,1442.146845,1450.002677,1425.770644,1474.236787,1526.8088,1576.748994,1596.35546,
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.764136,975.5581888,1272.15906,1365.588482,1538.475957,1743.205357,2796.398459,6721.724501,7991.571984,9640.704755,10937.69704,17149.0185,19655.3289,21475.81449,28384.46673,31697.80147,32618.6406,35901.4597,40368.07963,39060.91303,33990.14677,34622.11627,35887.8163,32959.1081,31743.41075,27708.63818,24296.60358,22298.94214,20864.58191,
Greece,GRC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20686.13676,21072.93327,21058.96205,20600.47676,20907.53901,21247.0409,21759.06123,22622.91379,23374.15277,24000.13589,24839.07591,25731.20927,26642.76896,28119.40736,29469.5266,29559.28139,31136.44696,32073.9604,31881.71235,30430.41942,28726.07928,26141.31959,24364.26906,23746.08457,24081.63054,24134.68441,24188.99494,24601.67323,25140.70315,
Grenada,GRD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7238.029939,7328.502322,7213.405043,6995.432644,7033.565617,7116.300637,7379.672797,7706.612763,8574.083949,9128.779296,9537.651733,9306.96884,9591.115641,10461.36557,10359.56802,11699.3944,11203.15948,11860.13184,11942.31243,11117.42804,11014.36113,11040.10948,10846.56415,11027.30733,11757.59609,12435.56419,12822.65745,13396.90285,13970.48729,
Greenland,GRL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.773488,5165.014792,5289.269707,5369.693865,5458.005194,5598.113779,5634.749603,5750.507247,5904.327573,5994.864186,6070.713271,6069.470855,6157.559002,6166.105514,6213.122909,6269.148574,6457.987402,6713.118847,6781.857275,6669.986556,6714.048887,6844.540528,6899.214788,7005.211181,7147.563077,7292.710948,7368.339087,7423.170622,7508.861608,
Guam,GUM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875.309593,3044.719963,3262.83392,3503.636151,3778.770487,3956.411266,4273.948841,4555.021128,4503.444141,4662.136269,4616.776515,4731.578754,4787.84906,4755.318846,4825.814266,4728.963271,4970.341597,5318.308225,5420.94152,5606.737674,5825.384584,6106.967371,6400.499135,6686.164609,6906.129915,7086.912767,7284.581995,7399.136096,7616.69406,
High income,HIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28970.28576,29220.51424,29702.29583,29881.95268,30651.18308,31291.69486,32033.97143,32939.53096,33636.10916,34542.98154,35769.7225,36068.45083,36409.58745,37038.57982,38089.87407,38956.7415,39933.02,40735.93321,40647.01279,39069.7644,40018.54187,40683.08193,41023.8811,41399.30426,42039.20983,42797.24385,43293.82603,44041.48419,44829.98836,
Hong Kong,HKG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26974.34037,28276.96381,29788.86441,31097.31428,32240.0641,32358.2381,32271.52621,33636.0771,31394.21557,31875.24476,34016.78391,33956.39213,34366.38673,35486.70354,38274.40053,40923.00936,43520.5362,45937.45355,46635.13053,45390.45601,48107.71324,50085.95933,50378.32286,51732.44081,52789.41222,53591.80276,54420.06511,56087.69343,57322.45777,
Honduras,HND,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3207.620334,3013.99652,3108.005368,3218.019148,3135.020998,3235.725837,3203.234172,3255.814439,3277.979583,3163.965011,3303.082412,3303.881574,3340.183588,3405.058226,3529.54181,3654.763097,3805.341076,3950.670967,4028.877099,3849.009968,3912.603596,3984.497267,4072.167838,4110.758138,4162.166942,4247.381749,4337.583585,4468.999058,4559.736508,
Heavily indebted poor countries HIPC,HPC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.281457,1481.09634,1427.405182,1398.8507,1361.212835,1387.258104,1422.071308,1442.978855,1453.478683,1460.44059,1461.632835,1484.539471,1492.138307,1515.774376,1555.992468,1606.476807,1660.125353,1723.176398,1779.119195,1807.393052,1863.597655,1897.90397,1952.358057,2010.509584,2064.818299,2107.634094,2149.00939,2201.946781,2232.038257,
Croatia,HRV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12753.57709,13689.15427,14670.25592,14952.58134,14876.83386,15591.11829,16762.08693,17632.27688,18611.06788,19334.21287,20102.86927,21076.48182,22194.93953,22649.62122,21020.20515,20757.62447,20758.55732,20343.0619,20299.48238,20364.50231,21025.93342,21922.00395,22834.94479,23636.79226,
Haiti,HTI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.669166,2111.213883,1960.630867,1819.149106,1571.908797,1695.776338,1734.020956,1749.115509,1755.804906,1772.093763,1756.941789,1709.306659,1676.702864,1655.206206,1570.953009,1573.530993,1583.183787,1610.174379,1598.303822,1622.113832,1509.625659,1569.198158,1590.750688,1634.231477,1656.530273,1653.624339,1655.294268,1653.001342,1656.293838,
Hungary,HUN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15155.65835,14697.01242,14629.01446,15080.78305,15326.73819,15355.261,15900.15187,16612.26647,17190.30665,17960.47205,18693.07473,19595.25404,20407.77185,21476.66929,22463.74298,23365.21576,23500.28693,23741.88492,22209.06177,22405.1779,22841.21034,22584.9144,23121.34306,24163.14254,25077.23063,25724.99683,26860.57332,28242.94443,
IBRD only,IBD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4947.185411,4901.945453,4872.643452,4937.391155,4990.680989,5115.106765,5306.656148,5493.768793,5534.526461,5676.272161,5928.9136,6074.110127,6271.964836,6563.208621,6996.644853,7411.393537,7928.154562,8522.259748,8903.245698,9040.538302,9615.035131,10082.69668,10499.37864,10925.8034,11319.54572,11691.2918,12145.36789,12647.88665,13156.90533,
IDA and IBRD total,IBT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4382.560228,4337.393628,4306.608317,4346.083059,4376.585852,4473.630156,4628.383154,4773.007149,4801.515525,4909.926629,5108.63851,5222.921884,5382.81481,5614.148568,5963.890112,6297.732895,6708.28269,7177.521489,7473.461377,7581.034745,8028.373661,8383.359673,8700.88802,9033.267196,9337.776487,9614.088185,9944.6192,10317.7368,10692.78471,
IDA total,IDA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.191178,2061.634761,2052.963699,2015.734343,1982.271247,2001.325414,2044.322655,2056.426709,2072.198115,2088.693076,2123.309595,2164.807584,2230.145605,2290.82956,2392.461466,2495.332188,2594.724924,2699.245954,2773.674,2848.578994,2948.471222,3008.951805,3081.840645,3193.59177,3299.509991,3364.465741,3406.017252,3483.709976,3563.53616,
IDA blend,IDB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3121.20909,3104.33713,3130.752465,3045.830542,3004.553079,3003.045748,3058.626076,3040.78877,3043.684538,3039.149244,3081.695195,3119.872839,3259.162403,3344.474571,3521.113742,3670.655243,3804.276365,3930.189673,3991.136828,4098.620195,4218.789999,4313.03729,4401.570448,4544.762993,4689.337759,4769.752936,4770.055797,4817.452461,4896.556728,
Indonesia,IDN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4625.974358,4860.560195,5089.581745,5331.85751,5643.212051,6013.531248,6387.448485,6591.199712,5645.326098,5611.147133,5806.53901,5936.325675,6119.795747,6326.432862,6556.139456,6837.371302,7118.217372,7470.317534,7815.448689,8069.241897,8457.556555,8859.139998,9267.217169,9651.92449,10003.17184,10358.82857,10748.2888,11161.0212,11605.85533,
IDA only,IDX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.893575,1505.092499,1475.961735,1466.811496,1437.950678,1470.002414,1506.948894,1536.68603,1560.056085,1589.250523,1620.415604,1665.532426,1690.665415,1739.626146,1801.783023,1880.94696,1963.253927,2057.640263,2140.655166,2197.92549,2286.592235,2327.961735,2392.112641,2486.827609,2571.611518,2627.991774,2692.70505,2788.520228,2870.082339,
Isle of Man,IMN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.721288,1886.977098,1950.953533,2003.760533,2096.059523,2211.96913,2334.300249,2383.857764,2485.144166,2656.572281,2710.263963,2792.313888,2849.971681,3023.640562,3210.914582,3411.017064,3629.434068,3848.948883,3910.054773,4158.385572,4451.233598,4624.560192,4817.197546,5064.558564,5377.889229,5743.426497,6145.294595,6516.17262,6899.213892,
Not classified,INX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22409.32679,22710.79925,23310.5023,23818.80895,25090.67883,27367.34945,29164.73988,32022.04701,34444.03518,37635.22288,40644.71341,42114.22805,43861.91149,44456.42391,46584.94456,48179.12961,49275.70001,50420.36315,47189.40959,44339.92007,44897.15834,44855.3247,44766.47218,45133.27223,48638.3359,60304.48885,61820.57154,66132.14239,70855.32723,
Iran,IRN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11364.2608,12480.85104,12594.17331,12524.14648,12158.36262,12263.44327,12721.41042,12612.38328,12718.74325,12663.43486,13237.24543,13174.54691,13956.23258,14988.5447,15456.27887,15763.87523,16366.13787,17506.95383,17360.04988,17341.55296,18138.64824,18400.90629,16827.02234,16587.49774,17130.73203,16683.43161,18663.53672,19097.96678,,
