Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Iraq,IRQ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11554.7312,4045.037233,5213.812203,6595.117233,6644.523108,6579.968616,7082.37869,8323.601651,10882.4723,12409.91781,12211.96418,12126.76091,10962.25968,7129.88058,10711.68294,10930.32491,11809.97922,11774.01386,12529.78297,12690.58229,13154.05709,13693.97637,15032.5842,15556.95879,15094.5705,14964.00365,16512.93077,15829.58889,15564.62795,
Iceland,ISL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30066.34934,29653.4161,28295.13206,28376.76407,29147.08552,29023.19691,30187.05064,31015.32529,32862.23713,33779.91488,34950.46073,35833.5987,35757.09224,36315.75366,38893.3788,40705.87479,41848.4717,44624.2799,44674.65712,41505.08484,40136.73715,40767.23641,41076.60612,42371.95996,42774.88885,44222.82686,46819.4337,47839.51903,48605.57707,
Israel,ISR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20727.86465,21025.38831,21887.27771,22190.56869,23229.5219,24111.33011,24716.32261,25054.34402,25385.31402,25535.11137,26788.98732,26180.48168,25661.69004,25438.41648,26053.42314,26608.74447,27607.17004,28684.9873,28990.24729,28635.11125,29665.31539,30568.95896,30644.85235,31324.92367,31927.16092,32104.41912,32742.9202,33220.44963,33660.98728,
Italy,ITA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31141.90286,31599.12068,31841.10915,31550.27191,32222.36069,33152.04099,33569.06299,34167.09526,34709.27281,35244.75654,36535.81877,37162.42334,37199.35237,37090.40522,37434.10009,37604.36062,38243.80633,38612.01165,37954.16066,35710.42,36201.16157,36347.34248,35227.62483,34219.83278,33945.84388,34292.53482,34735.19367,35373.16869,35739.00278,
Jamaica,JAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7301.077246,7593.358195,7673.539539,8316.642751,8349.489248,8462.498445,8370.526844,8194.107629,7926.255304,7936.884604,7940.195475,7986.811422,8091.445507,8336.736684,8398.802958,8427.518641,8626.494107,8706.338235,8593.295651,8179.584776,8018.40038,8112.12923,8016.283362,8009.952004,8018.990364,8047.090058,8115.476758,8153.886686,8265.620972,
Jordan,JOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285.059397,6068.507724,6808.008881,6743.712577,6744.789066,6883.47559,6813.335712,6870.768683,6939.877413,7051.285596,7220.433741,7462.679144,7745.644241,7894.940352,8346.736908,8736.461584,9087.473446,9415.961064,9633.117567,9664.26552,9386.179045,9124.365534,8871.100527,8662.165071,8530.282724,8407.679672,8320.346083,8298.545893,8309.30376,
Japan,JPN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30582.42797,31529.57554,31718.1343,31476.07477,31680.53793,32425.22995,33345.87683,33624.48056,33154.84458,33010.98092,33871.85822,33927.64363,33888.78348,34333.13367,35078.26199,35658.14867,36141.58524,36697.2409,36278.36947,34317.67082,35749.75668,35774.69671,36367.59706,37148.60275,37337.31741,37834.05341,38108.40569,38907.36814,39293.50037,
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13050.4865,11542.5625,10938.39019,9998.154353,8866.092277,8282.94719,8451.398816,8731.950125,8715.184514,9036.156102,9951.563906,11314.25077,12422.53484,13532.2312,14728.61641,16014.30786,17541.32577,18885.24324,19272.21401,18995.89485,20096.55976,21276.93402,21986.31892,22972.43103,23587.33752,23524.06044,23447.0157,24078.54516,24738.36283,
Kenya,KEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.094624,2304.441264,2213.411789,2152.378582,2142.30079,2170.82399,2195.907898,2144.36616,2153.794772,2143.345493,2097.795689,2118.501446,2073.086913,2076.836385,2124.254266,2188.938065,2267.218956,2356.390447,2297.4012,2308.976778,2435.833736,2515.927471,2561.61018,2642.101235,2713.300271,2797.863584,2891.487154,2961.461738,3076.844818,
Kyrgyzstan,KGZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.667969,3149.934886,2681.332781,2266.164404,1811.643448,1696.363515,1789.853966,1938.83581,1949.832931,1991.301566,2074.505287,2164.268295,2144.12125,2270.924677,2401.265004,2370.166045,2417.579471,2599.206018,2790.9349,2837.031419,2790.170664,2920.60321,2866.626221,3116.61391,3176.902804,3233.532567,3304.562686,3393.61799,3446.99394,
Cambodia,KHM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.613192,1031.661425,1097.842473,1127.996867,1140.412447,1162.733164,1278.937317,1384.627309,1457.733213,1525.076139,1626.681252,1765.999799,1968.823385,2147.819424,2332.169411,2451.69087,2417.293669,2522.314788,2658.062552,2806.325646,2963.479119,3123.559819,3290.146542,3466.78569,3653.641495,3870.298402,
Kiribati,KIR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.918666,1909.837044,1898.914885,1891.394542,1900.064522,1874.322233,1877.584688,1878.311726,1967.882846,1904.540515,1989.430857,1926.998438,1966.628739,1971.535,1903.751741,1958.501788,1915.664569,1910.421885,1828.156169,1803.229005,1751.906053,1749.233461,1803.405346,1852.936813,1814.758995,1975.795008,2047.723756,2025.042945,2035.449728,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15481.09277,15147.34247,15670.54807,16558.27256,17234.11052,17964.57025,18834.73497,19942.00581,19676.52571,20126.97967,21989.70635,22929.79994,23201.64755,22117.9991,22728.35381,24648.31973,25109.19565,24865.75635,26255.35238,25154.81891,24575.1711,24795.53882,24415.7002,25523.09754,26832.49607,27178.85782,27581.41231,27679.08426,28294.57138,
South Korea,KOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11632.59856,12710.59974,13356.02923,14126.25352,15272.29744,16566.4157,17655.53145,18526.58138,17386.98682,19216.14147,20756.7799,21530.26336,22997.18714,23549.36645,24605.53486,25516.82419,26697.03261,28013.70442,28588.37212,28642.8379,30352.10482,31228.5107,31776.89703,32548.71552,33425.68959,34177.65447,35020.41151,35938.37422,36776.51928,
Kuwait,KWT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81256.75987,80695.44159,78658.93996,76157.46115,70176.27264,70112.24801,68670.53901,69614.75093,80741.47641,87851.46311,93734.07593,96389.73683,96846.86806,93569.02693,81861.37933,75359.96349,78021.67168,78700.45857,75597.29294,72588.48601,70265.23663,70104.56503,66008.58461,65515.3657,
Latin America and Caribbean excluding high income,LAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9846.184237,10026.13996,10106.38953,10320.27446,10625.99426,10527.91848,10730.17058,11110.19863,11189.24522,11023.2946,11256.38558,11149.24357,11002.88714,11044.43595,11557.03972,11894.04697,12373.67049,12901.02523,13244.49711,12811.14787,13439.36028,13887.03086,14106.30534,14340.438,14360.0796,14274.7169,14126.44913,14250.1247,14324.53639,
Laos,LAO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.034226,1732.295648,1779.39667,1835.819172,1937.010033,2025.877921,2120.423909,2221.664955,2267.479147,2390.976035,2487.641007,2588.950528,2700.419483,2821.421466,2955.450401,3116.27116,3330.214522,3523.61078,3735.445368,3949.05184,4216.830344,4485.181127,4772.26686,5079.034232,5384.605721,5689.154963,5995.605156,6307.628082,6614.488239,
Lebanon,LBN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5583.540689,8005.553999,8853.580955,9293.166861,9582.268902,9838.786466,10699.65988,10671.38514,10957.4516,10742.0939,10617.07869,10615.28825,10476.73772,10306.74131,10521.45628,10512.94624,10554.81545,11522.35711,12594.91865,13722.21353,14405.9606,13841.53501,13354.76414,12833.3615,12349.03599,11887.26727,11756.97332,11647.01809,11607.17582,
Liberia,LBR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.871303,1307.927549,1325.377434,910.095637,916.4871098,940.1632306,981.8924331,1034.292458,1063.369701,1076.10562,1101.484191,1154.40937,1211.05462,1281.549652,1257.625441,1225.926305,1176.188045,1175.63541,1161.177916,
Libya,LBY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21463.5368,21912.79631,21188.93771,20652.486,22969.11888,23617.38973,26017.88475,27293.76398,28600.42937,28956.39338,28375.24025,29493.85739,11096.15636,24609.00482,21145.7528,15965.49175,14423.0387,13860.37001,17321.46121,18405.50403,
St. Lucia,LCA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9632.815959,9532.59731,10162.60613,10104.33742,10147.41158,10199.18672,10358.74603,10145.12971,10634.35643,10779.30302,10665.24083,10207.32806,10171.83354,10530.43923,11205.95878,11050.64571,11595.89815,11676.26064,12086.37992,11757.79809,11667.24232,12049.20936,11936.47488,11641.11054,11590.53303,11568.26492,11958.35282,12333.66302,12343.66127,
Latin America and Caribbean,LCN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9949.487559,10142.68303,10260.99835,10487.6946,10800.82256,10738.60636,10958.9203,11360.82642,11465.93995,11313.9311,11558.87802,11474.98903,11341.7512,11400.15498,11943.09542,12290.73399,12782.84337,13314.61685,13661.52922,13225.76595,13856.80182,14320.9935,14566.36532,14817.25183,14843.90662,14775.43887,14636.80352,14755.51184,14842.63341,
Least developed countries UN classification,LDC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.23404,1359.83723,1337.735178,1309.271124,1289.438989,1327.903242,1369.759876,1399.509428,1420.289256,1447.231593,1478.099666,1521.168396,1557.635926,1603.529246,1671.361484,1763.540265,1854.693734,1959.928015,2049.188541,2102.792327,2187.162473,2218.38046,2275.240396,2354.802738,2428.652987,2471.734939,2513.519231,2584.395323,2644.614246,
Low income,LIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.0783,1393.259407,1315.830878,1280.867321,1254.149686,1270.642899,1299.213562,1312.134363,1320.146809,1332.417631,1338.95054,1369.108375,1377.89211,1401.114344,1446.301986,1499.996534,1540.808236,1595.098823,1645.352311,1687.266469,1759.470811,1768.496577,1786.251386,1850.838074,1908.61748,1908.30277,1916.884046,1962.65082,2006.064286,
Liechtenstein,LIE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613.160067,3734.114478,3854.216732,4076.946401,4264.885999,4462.848139,4601.065891,4868.319795,5071.32827,5261.454155,5543.189809,5418.818113,5589.103979,5871.351943,6138.961551,6469.470705,6912.172436,7327.636543,7708.494684,7925.954176,8502.889465,9155.658792,9980.022707,10238.71226,10646.80227,11077.59739,11447.4152,11705.84378,11955.49971,
Lower middle income,LMC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805.296086,2786.354651,2817.765796,2816.091475,2847.675024,2936.264843,3054.411635,3112.944354,3086.459212,3181.095519,3262.545196,3348.857338,3438.710185,3590.828421,3779.544796,3967.049905,4178.25851,4401.65993,4526.380885,4685.378983,4928.592225,5093.031658,5273.858071,5488.487993,5719.760669,5966.289904,6230.454339,6499.651905,6781.933167,
Low and middle income,LMY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285.48081,4245.182019,4209.010239,4244.827291,4270.297818,4360.582339,4509.108334,4646.141691,4669.527436,4776.456829,4970.709571,5084.74305,5243.802108,5472.037331,5816.379791,6146.815067,6550.160844,7012.11097,7303.852778,7413.475321,7858.084366,8207.056209,8523.600776,8855.748218,9158.671913,9431.733692,9761.467254,10131.12979,10500.19239,
Lesotho,LSO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.558742,1358.102091,1420.183319,1437.799294,1491.778371,1510.620897,1565.735589,1595.876496,1596.507443,1586.46366,1637.349819,1693.219844,1710.44244,1798.607979,1840.360963,1913.52343,2000.656338,2100.532006,2241.864506,2286.706602,2418.932026,2575.280838,2714.571099,2746.183032,2811.236735,2867.148165,2935.511995,2845.889522,2864.914934,
Late demographic dividend,LTE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5179.319275,5128.536726,5018.410042,5115.006582,5208.987594,5404.398971,5592.351191,5813.802593,5873.688083,6087.999326,6467.898479,6747.537309,7096.529559,7535.369537,8092.371223,8651.577588,9389.974117,10267.77282,10900.08573,11154.79716,11950.8104,12701.64392,13350.71351,13990.05733,14576.21988,15085.33624,15619.75241,16286.7904,17013.8075,
Lithuania,LTU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357.352311,9914.349306,10816.0796,11708.2476,11657.81905,12189.94936,13092.71603,14090.543,15702.51548,16919.99038,18526.71318,20219.09444,22729.1897,23567.67792,20300.4824,21070.61217,22854.30813,24049.32868,25143.88867,26258.18248,27041.96812,28032.26554,29603.8635,31065.04918,
Luxembourg,LUX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57618.0207,61765.60104,62059.65311,63804.28576,65346.19924,65357.50427,65369.09583,68240.70365,71471.05669,76492.38825,81689.8164,82766.98904,85032.71188,85374.33983,87209.8194,88610.28987,91724.18249,97864.1951,94900.34672,89098.73424,91743.29389,92005.01684,89505.15896,90656.38042,92349.18649,93727.3206,93940.79573,93101.78496,93734.28443,
Latvia,LVA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8316.155792,8283.839585,8575.305108,9438.475967,10149.2813,10500.20706,11175.14203,12051.84991,13058.73987,14297.18453,15658.89148,17522.25003,19786.20148,21939.05224,21384.29191,18609.31408,18251.93488,19773.36379,20827.89061,21563.69969,22172.23116,23018.7929,23709.68076,25029.81339,26437.45118,
Macao,MAC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40380.41739,40695.86463,45002.92236,46328.13234,47327.14675,47908.52991,46754.78566,45697.31372,42728.39757,40846.5982,42245.06139,42457.04835,45134.0813,49151.84943,60791.87991,64159.7833,71091.10674,79634.56233,80622.78185,79955.92542,97956.52541,116456.9567,124235.8164,134960.0672,130439.1871,100254.0589,97650.18817,105448.677,108831.2502,
St. Martin French part,MAF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923.210209,4130.377584,3972.29107,3875.441647,4215.939961,3926.852973,4349.242837,4223.342669,4470.652547,4462.65001,4492.425795,4763.148222,4853.347121,5081.979215,5263.322978,5373.032281,5712.717115,5845.487723,6118.302228,6299.670905,6456.258425,6703.876831,6809.832434,7018.236715,7104.525483,7324.986823,7308.762286,7508.795434,,
Monaco,MCO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166726,,
Moldova,MDA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154.070411,2974.653752,3034.851793,2837.452059,2746.188121,2809.778123,2987.848754,3228.368548,3451.145442,3715.713361,4004.122343,4207.998995,4344.295097,4692.072758,4416.119698,4734.389821,5012.742058,4983.833988,5436.020633,5711.282425,5695.630725,5950.350898,6234.310347,6489.740614,
Madagascar,MDG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.1589,1504.215132,1477.697724,1464.148966,1419.309762,1399.81077,1385.944942,1392.545225,1402.256119,1422.096303,1444.029429,1484.407782,1257.293553,1339.256331,1368.181585,1389.500912,1417.278508,1462.857796,1523.019569,1421.188749,1385.685072,1367.54195,1370.946103,1364.339551,1372.015959,1377.168213,1396.679209,1418.309584,1452.586792,
Maldives,MDV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7777.157082,8225.089701,8758.389544,9253.023687,9642.284049,9802.70222,9188.927066,9592.791387,10605.48581,10935.34389,9251.659631,11386.70036,11983.94293,12804.23005,11544.32144,11965.35869,12486.44691,12261.27551,12573.03814,12892.10284,12683.75875,13018.82494,13332.93838,13610.98495,
Middle East and North Africa,MEA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11893.74056,11962.38272,12297.88745,12322.09044,12299.24052,12290.10071,12611.88088,12772.35973,13153.80721,13166.6841,13627.78629,13563.18817,13551.12591,13983.14304,14816.03601,15246.89789,15797.24035,16270.58515,16641.10068,16432.07541,16907.09534,17078.36017,17347.25362,17428.65508,17578.40024,17653.18504,18238.31478,18225.12533,18363.87709,
Mexico,MEX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13579.61137,13892.21492,14126.03685,14148.34546,14595.30014,13452.23385,14134.59099,14868.67995,15401.21182,15593.39385,16129.96033,15840.76569,15618.53048,15629.81679,16019.75462,16159.04891,16641.30577,16771.53531,16711.55477,15596.19769,16160.3417,16520.25851,16891.49269,16896.46714,17149.7771,17495.16111,17790.9396,17949.01995,18101.90412,
Marshall Islands,MHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2909.54188,2843.935082,2994.978282,3137.528438,3296.540155,3550.183188,3179.620931,2979.566942,2900.225518,2826.941302,2974.00401,3092.743636,3116.19606,3058.082099,3004.380236,3048.214609,3063.786841,3159.621507,3100.845116,3045.995246,3235.899599,3265.382656,3367.216321,3450.078012,3409.531458,3381.725004,3428.663782,3532.332954,3598.637141,
Middle income,MIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4534.705417,4496.359442,4465.482679,4510.105816,4543.196701,4643.784246,4806.827717,4958.626254,4987.581953,5107.481388,5323.492275,5451.269993,5630.342134,5884.813789,6265.759145,6631.916929,7080.431009,7593.875084,7921.348785,8048.778676,8544.33755,8940.299508,9300.163248,9673.870079,10016.84133,10333.44966,10714.02347,11137.39222,11562.54559,
North Macedonia,MKD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9633.1245,9051.954803,8477.422453,7862.530283,7733.356333,7641.177735,7707.673044,7778.954859,7991.989075,8287.945873,8620.582464,8323.349302,8422.579891,8590.920692,8976.66478,9385.983301,9854.47355,10480.74296,11044.15927,10995.37324,11355.33948,11611.25115,11548.33299,11875.84761,12296.7816,12761.3593,13115.92104,13139.56773,13483.45346,
Mali,MLI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.093113,1393.135795,1315.570894,1321.927189,1335.491492,1312.531705,1369.158632,1398.762752,1466.013,1508.476357,1465.75902,1642.352916,1643.037692,1738.134303,1710.10775,1763.897785,1786.30911,1788.034962,1812.045521,1835.971565,1875.18554,1877.892828,1808.011668,1796.771822,1868.313533,1922.434,1974.31099,2019.441058,2055.622912,
Malta,MLT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16162.32916,16716.86294,17321.42002,17917.69886,18754.02438,19804.94591,20418.55141,21329.915,22277.93744,23191.54852,24602.39683,24566.84851,25111.72378,25581.69428,25523.12917,26320.52302,26704.37949,27672.25899,28412.84221,27505.0927,28339.96752,28597.4671,29101.86197,29998.91727,31914.89892,34484.53079,35626.9793,36988.94865,38146.79681,
Myanmar,MMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.2280379,715.8652957,775.5549615,813.0306586,863.8901691,913.0087608,959.7937113,1001.087335,1046.243846,1146.433298,1288.98737,1419.849962,1574.687291,1776.054197,1999.710075,2253.167105,2529.647932,2814.695323,3084.196964,3387.818242,3688.491636,3864.959768,4114.227664,4423.146388,4737.459861,5030.264149,5288.570199,5610.3247,5922.023358,
Middle East and North Africa excluding high income,MNA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.853908,7756.753113,7926.489508,7960.422151,7896.650432,7944.174708,8244.853895,8368.312973,8774.201547,9002.219189,9254.324153,9301.113742,9444.159925,9523.796739,10098.80069,10373.37401,10761.22843,11220.99595,11428.8293,11520.96759,11913.59056,11635.09699,11713.94051,11706.71254,11757.38099,11681.26897,12333.41221,12493.14148,,
Montenegro,MNE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10530.95965,11080.75445,10066.68035,10396.77853,10468.9188,10625.57259,10845.99095,11305.98642,11761.23348,12752.88841,13602.57329,14559.19659,13686.08545,14034.56926,14472.45826,14066.42046,14551.43061,14796.61892,15289.705,15737.00783,16477.38482,17278.04751,
Mongolia,MNG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122.531607,4605.982744,4131.979713,3966.234524,4020.171027,4243.871263,4303.987015,4435.00826,4544.359299,4643.359152,4655.057554,4748.595536,4925.13814,5215.709813,5706.041339,6047.187393,6481.396502,7049.290149,7565.637248,7352.611158,7688.063725,8853.125419,9752.531468,10672.87484,11286.06996,11329.87797,11245.03829,11622.85369,12209.24678,
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.1227723,394.6875967,361.0907704,377.3085505,385.0824952,380.0883334,467.7106035,504.611756,550.4645354,578.7188487,572.8932513,627.6981493,663.1631471,685.5591156,717.5992907,757.9704426,809.4849417,845.7966011,879.4749948,910.086596,944.6681919,984.4652292,1026.67074,1069.950938,1117.872529,1158.279426,1167.840561,1176.846424,1180.373323,
Mauritania,MRT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.930922,2777.870399,2757.64174,2845.398563,2688.621842,2878.474443,2969.884823,2778.725301,2784.231769,2922.443972,2833.934379,2813.647543,2755.180929,2839.107663,2918.423479,3090.860435,3570.520615,3567.262212,3503.26514,3367.486884,3426.472507,3483.522101,3578.104917,3685.704797,3779.089162,3722.703615,3690.240778,3696.353104,3724.413858,
Mauritius,MUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580.775227,7832.01473,8233.048693,8549.496455,8779.33501,9077.373804,9487.07495,9901.889444,10393.27263,10529.91804,11282.25078,11568.17266,11673.66401,12276.22008,12727.71604,12877.48296,13441.20596,14146.39842,14854.64338,15306.38801,15938.41921,16561.77098,17093.32094,17628.82938,18255.86996,18879.49485,19590.60924,20319.49111,21074.81304,
Malawi,MWI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.8126313,795.4454226,730.5999386,799.3982145,714.9350348,826.1660522,870.8350612,882.5415301,891.9430833,893.5082899,883.621426,818.8579209,812.7537103,838.6139535,862.3924375,867.7200401,884.1513726,942.293892,985.7569186,1037.598513,1077.542244,1097.942135,1087.121207,1111.646274,1142.530804,1142.554283,1139.63065,1154.028727,1163.277341,
Malaysia,MYS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10556.63169,11258.27272,11947.18226,12804.404,13639.13703,14606.76907,15662.65402,16384.58672,14799.99757,15329.44118,16304.01082,16032.52551,16548.35801,17158.64945,17964.85761,18554.51721,19208.43096,20022.18748,20592.23512,19915.65939,21035.62394,21806.82279,22670.2933,23411.63775,24487.44782,25390.43526,26105.87742,27271.85923,28176.40401,
